Crash Year,Crash Month,Crash Day,Time of Day,Day of Week,City or Township,Crash: Intersection,Crash: Hit-and-Run,Lighting Conditions,Weather Conditions,Speed Limit at Crash Site,Imputed_Speed Limit at Crash Site,Worst Injury In Crash,Person Age,Imputed_Person Age,Person Gender,ADI Impute Column,Column 2
2014,7,21,12:00 midnight - 1:00 AM,1,Wayne County: Detroit,1,1,4,1,35,35,4,21,21,0,"[2014 7 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0.000674526172159684 0.72328152009061
	 0.11153191018884 0.0254965630156933 0.000471709430143321 0.128979676006074 0.00195067715393597 0.00508796532798778 35 4 21 1 0]",[21]
2014,8,21,7:00 PM - 8:00 PM,4,Wayne County: Garden City,0,0,2,1,25,25,2,23,23,1,"[2014 8 21 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000660860663960111 0.706800241891945
	 0.146676300741795 0.0234192200640175 0.00208527068518604 0.116055883379989 0.000979881377999603 0.00396281398855909 25 2 23 0 1]",[23]
2014,8,21,12:00 noon - 1:00 PM,4,Wayne County: Hamtramck,0,1,2,1,25,25,2,,"42,755034665",0,"[2014 8 21 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0.0006554459000998 0.747533333245503 0.137952589485238
	 0.0226090267364676 0.00193735527431741 0.0902231488311358 0.000849320282583112 0.000317134527458471 25 2 43.9425947816813 0.52733379765572 0.475343449607097]","[42,7550346649059]"
2014,8,21,7:00 AM - 8:00 AM,4,Wayne County: Wyandotte,1,0,1,1,5,5,1,28,28,0,"[2014 8 21 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0.00065737483509933 0.723078080215468
	 0.145825868489943 0.0228949275490912 0.00215569551312901 0.103783654728936 0.000842365476562517 0.00228913377271055 5 1 28 1 0]",[28]
2014,8,21,8:00 AM - 9:00 AM,4,Wayne County: Detroit,1,0,2,1,30,30,1,,"42,755034665",1,"[2014 8 21 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0.000657217467299233 0.772457550216971
	 0.122476488449748 0.0228845603675853 0.00134860472539754 0.0819125585665361 0.00109768518011153 -0.00107977856708312 30 1 42.9315124966598 0.476044616977475 0.528884046638917]","[42,7550346649059]"
2014,9,21,6:00 PM - 7:00 PM,7,Wayne County: Detroit,1,1,2,1,45,45,3,,"42,755034665",1,"[2014 9 21 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0.000665427504298964 0.744714311563177
	 0.119402093883648 0.0241223034372161 0.00100625029603219 0.106173773887406 0.00147853461866581 0.00214484724389923 45 3 42.2165117299491 0.378593339728408 0.622303369937381]","[42,7550346649059]"
2014,10,21,4:00 PM - 5:00 PM,2,Wayne County: Detroit,0,0,2,1,25,25,1,68,68,1,"[2014 10 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000657854735215 0.770056490247754 0.122356510981891
	 0.0229805670042814 0.00132615545352306 0.0839042377006981 0.00112591569492048 -0.000812717199805431 25 1 68 0 1]",[68]
2014,10,21,9:00 PM - 10:00 PM,2,Wayne County: Detroit,1,0,4,1,35,35,1,60,60,1,"[2014 10 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0.000672453061443113 0.723712705311728
	 0.115458665977142 0.0251822236307958 0.000667663815858161 0.125734460772488 0.00181916405663671 0.00471880882996974 35 1 60 0 1]",[60]
2014,11,21,8:00 AM - 9:00 AM,5,Wayne County: Detroit,0,0,2,1,30,30,1,48,48,1,"[2014 11 21 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000659282949860298 0.766764566942346
	 0.121086448552132 0.0231963038305904 0.00124104323024188 0.0874523560993279 0.00120041684594397 -0.000355636916259133 30 1 48 0 1]",[48]
2014,11,21,1:00 AM - 2:00 AM,5,Wayne County: Detroit,0,1,5,1,25,25,1,,"42,755034665",1,"[2014 11 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0.000674327310954049 0.743954007158249
	 0.102021936423143 0.0254720519471643 0.000146854818278508 0.119627398423769 0.00204898094747002 0.00365577869350466 25 1 40.6289040536389 0.244256892123882 0.755229294824149]","[42,7550346649059]"
2014,11,21,2:00 PM - 3:00 PM,5,Wayne County: Detroit,1,1,2,1,25,25,1,40,40,1,"[2014 11 21 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0.000661313050236986 0.790879466277468
	 0.105482715269954 0.0235108314439569 0.000640440704017103 0.0798775651876994 0.00146112042200525 -0.00165536109796879 25 1 40 0 1]",[40]
2014,12,21,9:00 PM - 10:00 PM,7,Wayne County: Detroit,0,0,4,1,40,40,1,52,52,1,"[2014 12 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 7 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.000675135635630865 0.712022384981132
	 0.115712248584673 0.0255859299017943 0.000599533008825909 0.13481215527847 0.001929489086922 0.00595017958622964 40 1 52 0 1]",[52]
2014,12,21,7:00 PM - 8:00 PM,7,Wayne County: Detroit,0,1,5,1,30,30,1,,"42,755034665",1,"[2014 12 21 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0.000672517502125733 0.73460909066283
	 0.110108525642988 0.0251949778868793 0.000479849109599029 0.121054441794246 0.00188190628074748 0.00399166544000129 30 1 41.2150630953115 0.280874602552777 0.717939134304103]","[42,7550346649059]"
2014,12,21,6:00 PM - 7:00 PM,7,Wayne County: Detroit,1,1,4,1,25,25,2,,"42,755034665",1,"[2014 12 21 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0.000673264071914666 0.747520561548795
	 0.102432701688288 0.0253117511032693 0.000191629891341989 0.116496992372772 0.00199951757931188 0.00323995667880441 25 2 40.7222298349772 0.256903072754055 0.743102612876645]","[42,7550346649059]"
2014,2,22,7:00 PM - 8:00 PM,6,Wayne County: Detroit,0,0,4,1,30,30,0,59,59,0,"[2014 2 22 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.000668745899185227 0.735795157927336
	 0.117060001195997 0.0246232111862896 0.000829658574406802 0.114974437981767 0.00164480416506138 0.00329287016017597 30 0 59 1 0]",[59]
2014,3,22,11:00 PM - 12:00 midnight,6,Wayne County: Sumpter Twp.,0,0,5,1,40,40,0,43,43,1,"[2014 3 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0.000671344519273507 0.67362203876272
	 0.141672839634115 0.0250003783095309 0.00161064289212756 0.146050963819918 0.00147829894491888 0.0079282774317676 40 0 43 0 1]",[43]
2014,3,22,3:00 PM - 4:00 PM,6,Wayne County: Detroit,0,0,2,1,25,25,1,34,34,0,"[2014 3 22 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000656912044403334 0.768719708081936
	 0.124876654705295 0.0228372105406512 0.00144079300725765 0.0831002913993616 0.00105787261708887 -0.000876803421343904 25 1 34 1 0]",[34]
2014,3,22,1:00 AM - 2:00 AM,6,Wayne County: Detroit,0,1,4,1,35,35,2,,"42,755034665",1,"[2014 3 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 6 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0.000676900850221888 0.734667960624274
	 0.101340761386646 0.0258598768439272 0.00004936011255111 0.12749074720063 0.00216519323395769 0.00470649410803918 35 2 40.4211203732699 0.214286754318764 0.783876028813679]","[42,7550346649059]"
2014,3,22,12:00 midnight - 1:00 AM,6,Wayne County: Detroit,0,1,5,1,35,35,3,,"42,755034665",1,"[2014 3 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 6 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0.000676321091049113 0.71763850838978
	 0.110657375339151 0.0257672800200063 0.000389827115890184 0.134098699407326 0.00203621103321786 0.00576435472549542 35 3 40.9979462911022 0.239757883263387 0.756772108800719]","[42,7550346649059]"
2014,4,22,1:00 PM - 2:00 PM,2,Wayne County: Detroit,0,0,2,1,25,25,2,49,49,0,"[2014 4 22 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000655960477087205 0.763773165031343
	 0.12914433037646 0.0226915205553079 0.00161642789478755 0.0838651303994362 0.000969849362394189 -0.000697955996511382 25 2 49 1 0]",[49]
2014,4,22,9:00 AM - 10:00 AM,2,Wayne County: Detroit,1,0,2,1,30,30,1,21,21,1,"[2014 4 22 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0.000658379963067754 0.775288668760617
	 0.118801994813797 0.0230616663112026 0.00118753821413342 0.0823857010378118 0.00118795193458065 -0.00108081715907049 30 1 21 0 1]",[21]
2014,4,22,1:00 PM - 2:00 PM,2,Wayne County: Detroit,0,1,2,1,35,35,1,,"42,755034665",1,"[2014 4 22 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0.000660502154569098 0.772781686757816
	 0.115772124179741 0.0233828828228165 0.00102135099493947 0.0866129298890592 0.00131147337982507 -0.000563075712832955 35 1 42.3288051186896 0 1]","[42,7550346649059]"
2014,6,22,4:00 PM - 5:00 PM,7,Wayne County: Van Buren Twp.,0,0,6,1,45,45,2,,"42,755034665",1,"[2014 6 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.000663667917569755 0.680217655079053
	 0.153817821193288 0.0238377658478507 0.00225298252798633 0.131843482346786 0.00101818993544971 0.00622287199708205 45 2 44.322319079938 0.468441501373713 0.526205876266233]","[42,7550346649059]"
2014,6,22,2:00 AM - 3:00 AM,7,Wayne County: Detroit,1,1,5,1,40,40,4,,"42,755034665",1,"[2014 6 22 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0.000676762989151696 0.710702417339859
	 0.113100160444428 0.0258324121049351 0.000462061148424735 0.137789700515357 0.00202744762281907 0.00630641013079706 40 4 41.1103294933421 0.239841106509046 0.755922238516649]","[42,7550346649059]"
2014,7,22,6:00 PM - 7:00 PM,2,Wayne County: Dearborn,1,0,2,1,25,25,1,19,19,1,"[2014 7 22 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0.000656364310208515 0.734193808749061
	 0.142513891320593 0.022744686931263 0.00206955920455355 0.0974227587127415 0.000836891714853842 0.00137085941599754 25 1 19 0 1]",[19]
2014,7,22,12:00 midnight - 1:00 AM,2,Wayne County: Detroit,0,0,5,1,30,30,1,57,57,0,"[2014 7 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0.000669626878340056 0.722969756149487
	 0.12144956035164 0.0247533343004665 0.000956966518846271 0.121893566545889 0.00163272328946007 0.00430564952567652 30 1 57 1 0]",[57]
2014,7,22,12:00 noon - 1:00 PM,2,Wayne County: Detroit,1,0,2,1,35,35,2,25,25,1,"[2014 7 22 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0.000659040675160074 0.756336705785553
	 0.126566634189558 0.0231567031557872 0.00143847907010707 0.0916648882750807 0.00112871333359764 0.000310623730136697 35 2 25 0 1]",[25]
2014,8,22,11:00 PM - 12:00 midnight,5,Wayne County: Detroit,0,1,4,1,35,35,1,,"42,755034665",1,"[2014 8 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0.000675884035456284 0.73361612781272
	 0.103872143409054 0.0257053548981687 0.000166514420806656 0.126452653801315 0.00209389699894481 0.00461096074457799 35 1 40.634069737778 0.230749641117539 0.767459307586908]","[42,7550346649059]"
2014,9,22,10:00 AM - 11:00 AM,1,Wayne County: Canton Twp.,0,1,2,1,25,25,1,43,43,0,"[2014 9 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0.000654089328926148 0.736509252891698
	 0.145940182274908 0.0224002423097564 0.00225390817494309 0.0930542170084224 0.000702477041824105 0.00084102991788716 25 1 43 1 0]",[43]
2014,9,22,4:00 PM - 5:00 PM,1,Wayne County: Dearborn Heights,0,0,2,1,25,25,2,62,62,0,"[2014 9 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.00065077524384286 0.72735691252528 0.156933724643708
	 0.0218950465841033 0.00273109331981235 0.0921792065935075 0.00043932799618556 0.000917196303929394 25 2 62 1 0]",[62]
2014,9,22,4:00 PM - 5:00 PM,1,Wayne County: Dearborn Heights,0,0,2,1,25,25,2,,"42,755034665",0,"[2014 9 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000651928274110894 0.72863474266581
	 0.154022454899499 0.0220702920133798 0.0025968273247115 0.0933190775479803 0.000520632757862892 0.00101976675783014 25 2 45.1022638453466 0.599225565133693 0.402070416398489]","[42,7550346649059]"
2014,9,22,3:00 PM - 4:00 PM,1,Wayne County: Detroit,0,0,2,1,25,25,1,32,32,0,"[2014 9 22 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000655285235565678 0.769162597321141
	 0.12790796168815 0.0225905711174194 0.0015928209352388 0.0805079029334577 0.000955233809513892 -0.00117356437880436 25 1 32 1 0]",[32]
2014,9,22,6:00 PM - 7:00 PM,1,Wayne County: Detroit,0,1,2,1,30,30,1,,"42,755034665",1,"[2014 9 22 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0.000662060133099155 0.767550679418873
	 0.115172566187543 0.0236177724788696 0.000955822877895141 0.0912020977558626 0.00138392644752237 0.0000465647650699204 30 1 42.1921890509528 0.407346655104597 0.596360767925619]","[42,7550346649059]"
2014,9,22,4:00 PM - 5:00 PM,1,Wayne County: Detroit,1,1,2,1,35,35,2,,"42,755034665",0,"[2014 9 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0.000657803120729418 0.769910291807347
	 0.122529480111031 0.0229726979450108 0.00133364818813763 0.0838922127652444 0.00112179767533768 -0.000811283352869686 35 2 42.8962591712062 1 0]","[42,7550346649059]"
2014,10,22,5:00 PM - 6:00 PM,3,Wayne County: Dearborn,0,0,2,1,25,25,1,73,73,1,"[2014 10 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000655744790662386 0.730786204258266
	 0.145382052677894 0.0226497840379779 0.00218702393212127 0.0980027210411702 0.000778577853616453 0.00149996877341729 25 1 73 0 1]",[73]
2014,10,22,7:00 AM - 8:00 AM,3,Wayne County: Detroit,1,0,4,1,25,25,1,34,34,0,"[2014 10 22 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0.000666155642887639 0.736656578459004
	 0.121811672714753 0.0242305468480098 0.00106911978036986 0.110778288525697 0.00148221940482291 0.00280978031034055 25 1 34 1 0]",[34]
2014,11,22,9:00 PM - 10:00 PM,6,Wayne County: Detroit,1,0,4,1,15,15,1,45,45,0,"[2014 11 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 6 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0.000670966345206663 0.741464620120475
	 0.109915995234112 0.0249615671890549 0.000517649240170135 0.115763431640943 0.00181862750111886 0.00327315966168276 15 1 45 1 0]",[45]
2014,11,22,8:00 AM - 9:00 AM,6,Wayne County: Detroit,0,1,2,1,25,25,1,,"42,755034665",1,"[2014 11 22 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0.000660691104076386 0.7817661249684
	 0.111089961588969 0.0234140002218685 0.00085318330172275 0.0829543212194732 0.00137197417211282 -0.00114035790395328 25 1 42.0456160121401 0.414208995806307 0.591139102968686]","[42,7550346649059]"
2014,11,22,9:00 PM - 10:00 PM,6,Wayne County: Detroit,0,1,4,1,25,25,1,,"42,755034665",1,"[2014 11 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 6 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0.000675901508089378 0.737952797024178
	 0.10175913061584 0.0257091910885113 0.0000925667177759833 0.124577995084358 0.00211834018076209 0.00432022335646589 25 1 40.5107052998561 0.226238908876493 0.77240534864104]","[42,7550346649059]"
2014,11,22,3:00 PM - 4:00 PM,6,Wayne County: Detroit,1,1,2,1,35,35,0,,"42,755034665",0,"[2014 11 22 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0.000658675874794747 0.78041768146 0.115754129003107
	 0.0231079538677074 0.00107310925773259 0.0805743069406591 0.00123462984304373 -0.00137953752920668 35 0 42.4472551479212 1 0]","[42,7550346649059]"
2014,11,22,9:00 AM - 10:00 AM,6,Wayne County: Detroit,1,1,2,1,35,35,1,,"42,755034665",1,"[2014 11 22 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0.000661267005302677 0.778036185139508
	 0.111729150160557 0.0235003351402765 0.000858882196716171 0.0854378736365513 0.00138909865946116 -0.000793391622058387 35 1 42.0449076562498 0.409119553474495 0.595765581120245]","[42,7550346649059]"
2014,12,22,9:00 AM - 10:00 AM,1,Wayne County: Northville,1,0,2,1,25,25,2,83,83,0,"[2014 12 22 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0.000648065742455151 0.743902968677063
	 0.15440691200557 0.0214885837087361 0.00272098094316605 0.0809339317438084 0.000353370538250412 -0.000647334885594513 25 2 83 1 0]",[83]
2014,12,22,10:00 PM - 11:00 PM,1,Wayne County: Detroit,1,0,5,1,35,35,1,50,50,1,"[2014 12 22 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0.000671146521392185 0.723914431862143
	 0.117966986185926 0.0249840978447928 0.000792326796968384 0.123719907540571 0.00173590388778624 0.0044908952305748 35 1 50 0 1]",[50]
