Crash Year,Crash Month,Crash Day,Time of Day,Day of Week,City or Township,Crash: Intersection,Crash: Hit-and-Run,Lighting Conditions,Weather Conditions,Speed Limit at Crash Site,Imputed_Speed Limit at Crash Site,Worst Injury In Crash,Person Age,Imputed_Person Age,Person Gender,ADI Impute Column,Column 2
2015,4,4,10:00 AM - 11:00 AM,6,Wayne County: Dearborn Heights,0,1,2,1,30,30,2,,"42,755034665",0,"[2015 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0.000656549693108754 0.736518810916079
	 0.141030108926625 0.0227734422912232 0.0020126667925048 0.0966771937216314 0.000861359154938783 0.0012438517923349 30 2 44.0483855402516 0.521363539100755 0.480036018228118]","[42,7550346649059]"
2015,4,4,5:00 PM - 6:00 PM,6,Wayne County: Detroit,0,0,2,1,30,30,4,19,19,0,"[2015 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 6 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000660759208093983 0.741485480300952
	 0.130257067371329 0.0234133156352733 0.00151746216980584 0.100706528996623 0.00115980996437953 0.0015979044657724 30 4 19 1 0]",[19]
2015,4,4,10:00 AM - 11:00 AM,6,Wayne County: Detroit,0,0,2,1,35,35,4,51,51,0,"[2015 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 6 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000659103464589021 0.742534150429868
	 0.133055768190772 0.0231624529445852 0.00166223484731952 0.0978060182777118 0.00105856011489624 0.00125538579682208 35 4 51 1 0]",[51]
2015,5,4,12:00 noon - 1:00 PM,1,Wayne County: Detroit,0,0,2,1,30,30,2,30,30,1,"[2015 5 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000658771353872496 0.755065976833701
	 0.127712555204626 0.0231155039971289 0.0014860353388801 0.0918247038224503 0.00110449527162883 0.000352489736872221 30 2 30 0 1]",[30]
2015,5,4,12:00 noon - 1:00 PM,1,Wayne County: Detroit,0,0,2,1,30,30,2,,"42,755034665",1,"[2015 5 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000657438737551364 0.753763673678516
	 0.130993612719902 0.0229130115821914 0.00163830596632655 0.090430804653065 0.00101146561820407 0.000222126295334603 30 2 43.4096839776142 0.490987211754388 0.512020539119967]","[42,7550346649059]"
2015,5,4,1:00 AM - 2:00 AM,1,Wayne County: Detroit,0,1,5,1,25,25,1,,"42,755034665",1,"[2015 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0.000672480187894295 0.744709524154775
	 0.105342693216455 0.0251920799163846 0.000315263118271731 0.116573214196211 0.00193380036339606 0.00330172332446586 25 1 40.9418384617875 0.271552784244194 0.728286510709382]","[42,7550346649059]"
2015,6,4,10:00 PM - 11:00 PM,4,Wayne County: Lincoln Park,0,0,5,1,40,40,0,60,60,0,"[2015 6 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0.000665730518157493 0.677945716298277
	 0.150794128293589 0.0241500076570162 0.00208871930659638 0.135879859169889 0.00113912810505505 0.00671492830062727 40 0 60 1 0]",[60]
2015,6,4,4:00 PM - 5:00 PM,4,Wayne County: Lincoln Park,1,0,2,1,45,45,2,27,27,1,"[2015 6 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0.000655689565387462 0.711757982691796
	 0.154610677375379 0.0226362039350521 0.0025093871321528 0.106259863454314 0.000672711369355253 0.00277916776810601 45 2 27 0 1]",[27]
2015,6,4,3:00 PM - 4:00 PM,4,Wayne County: Dearborn,1,0,2,1,25,25,1,25,25,1,"[2015 6 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0.00065386532502133 0.741009186857934 0.144230389140962
	 0.0223674950684927 0.00220090239262862 0.0907520181518141 0.000712209277473564 0.000499639988650781 25 1 25 0 1]",[25]
2015,6,4,7:00 PM - 8:00 PM,4,Wayne County: Dearborn,1,1,2,1,35,35,2,,"42,755034665",1,"[2015 6 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0.000659286173031467 0.723775536884045
	 0.141680799922232 0.023185037255162 0.00195679294052301 0.106295784120989 0.000969503119937346 0.00255534985171899 35 2 43.9069788934333 0.492304870472347 0.507397745222892]","[42,7550346649059]"
2015,8,4,8:00 AM - 9:00 AM,2,Wayne County: Detroit,1,0,2,1,35,35,2,61,61,1,"[2015 8 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0.000658058189855284 0.761139903119233
	 0.126223780238243 0.023008989508231 0.0014547426944172 0.0881116101944376 0.00109111164562664 -0.00017567931040755 35 2 61 0 1]",[61]
2015,8,4,8:00 PM - 9:00 PM,2,Wayne County: Detroit,0,1,2,1,35,35,0,,"42,755034665",1,"[2015 8 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0.000664116079601775 0.763059090254466
	 0.113225819154891 0.0239283980011696 0.000829184241350406 0.0962013612728617 0.00149250155741979 0.000687805421176551 35 0 41.9450673146397 0 1]","[42,7550346649059]"
2015,8,4,3:00 AM - 4:00 AM,2,Wayne County: Detroit,0,1,4,1,25,25,4,,"42,755034665",1,"[2015 8 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0.000677164181969311 0.720551130908284
	 0.107580656019838 0.0258959597126971 0.000258700322336481 0.134065246025508 0.00210629654848843 0.00570541972011333 25 4 40.7648199444672 0.224110082415297 0.772587685755264]","[42,7550346649059]"
2015,8,4,1:00 PM - 2:00 PM,2,Wayne County: Detroit,1,1,2,1,35,35,1,43,43,0,"[2015 8 4 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0.000657660260422283 0.775733527691922
	 0.120023762591694 0.0229526207331524 0.00125064928276401 0.0811297408868502 0.0011438826634923 -0.00122895739124169 35 1 43 1 0]",[43]
2015,8,4,10:00 AM - 11:00 AM,2,Wayne County: Detroit,1,1,2,1,35,35,1,,"42,755034665",1,"[2015 8 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0.000659430784937709 0.779507114119277
	 0.11468533642305 0.0232222125031166 0.00101430560927166 0.0820862543575247 0.00127846817475758 -0.00119409415539071 35 1 42.3360411687738 0.435549587581811 0.569759265140865]","[42,7550346649059]"
2015,8,4,11:00 PM - 12:00 midnight,2,Wayne County: Detroit,1,1,5,1,30,30,4,48,48,1,"[2015 8 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0.00067445477675732 0.719433247204816 0.113518390158347
	 0.0254846811686866 0.000542805643524299 0.130560814359418 0.00192537870952473 0.00533679447862886 30 4 48 0 1]",[48]
2015,9,4,4:00 PM - 5:00 PM,5,Wayne County: Detroit,0,0,2,1,35,35,3,20,20,0,"[2015 9 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000658278353392234 0.746451440282093
	 0.132823676351713 0.0230383681443834 0.00167783445730621 0.0948729701322176 0.00102635493317661 0.000854868158318443 35 3 20 1 0]",[20]
2015,9,4,12:00 midnight - 1:00 AM,5,Wayne County: Detroit,0,0,4,1,30,30,1,20,20,1,"[2015 9 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.00067513741144616 0.730604649366861 0.106803899020151
	 0.0255912806397089 0.000289835408125783 0.12667164317863 0.0020295075013563 0.00469240789576843 30 1 20 0 1]",[20]
2015,11,4,8:00 PM - 9:00 PM,3,Wayne County: Plymouth Twp.,0,1,5,1,,"38,727854813",3,,"42,755034665",1,"[2015 11 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0.000668737247162634 0.665072149386314
	 0.150968432253471 0.0246025593974631 0.00200853500605244 0.14595395836782 0.00126401771684251 0.0080795649655278 38.7278548132975 3 43.8258251798789 0 1]","[42,7550346649059]"
2015,11,4,8:00 PM - 9:00 PM,3,Wayne County: Plymouth Twp.,0,1,5,1,,"38,836265823",3,,"42,755034665",1,"[2015 11 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0.000667696694433969 0.664235478003388
	 0.153444035677825 0.0244444956239972 0.00212443138111135 0.14478658137459 0.00119234583091154 0.00796557193922124 38.8362658231817 3 44.037101331119 0.422939258207338 0.569490438998202]","[42,7550346649059]"
2015,12,4,7:00 PM - 8:00 PM,5,Wayne County: Melvindale,0,0,4,1,35,35,0,34,34,1,"[2015 12 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.000669306017573561 0.700989418105185
	 0.132622495194303 0.0246986543339709 0.00135453159483869 0.131052776813729 0.00149383704367698 0.00574115283244354 35 0 34 0 1]",[34]
2015,12,4,5:00 PM - 6:00 PM,5,Wayne County: Detroit,0,0,2,1,35,35,2,39,39,1,"[2015 12 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000662113770797052 0.749403597954951
	 0.123761887807781 0.0236209460748043 0.00125284189491405 0.0992335965287334 0.00128982496830493 0.00128396067415199 35 2 39 0 1]",[39]
2015,12,4,4:00 PM - 5:00 PM,5,Wayne County: Detroit,0,1,2,1,20,20,1,,"42,755034665",1,"[2015 12 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0.000660213279539196 0.784449853058798
	 0.110756582200285 0.0233422558578109 0.000855300909519235 0.0810738287795863 0.00135555635662598 -0.00140040984502603 20 1 42.0575960129108 0.418834061036564 0.58685665494096]","[42,7550346649059]"
2015,2,5,4:00 PM - 5:00 PM,4,Wayne County: Inkster,0,1,2,1,40,40,0,,"42,755034665",0,"[2015 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 4 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0.000655748171071516 0.731432849075089
	 0.145065434059394 0.022650473618202 0.00217592157652351 0.0977243315269157 0.000782272633255028 0.00145674374682136 40 0 44.3342399262279 0.538508076070245 0.462498006505209]","[42,7550346649059]"
2015,2,5,4:00 PM - 5:00 PM,4,Wayne County: Dearborn Heights,0,0,2,1,25,25,0,16,16,0,"[2015 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000651057545435176 0.741031648465322
	 0.149817797863922 0.0219416065572386 0.00247565240318495 0.0866028363839208 0.000531071639415303 0.0000376785259824219 25 0 16 1 0]",[16]
2015,2,5,2:00 PM - 3:00 PM,4,Wayne County: Detroit,0,1,2,1,30,30,1,59,59,0,"[2015 2 5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0.000658570086980883 0.778333138273422
	 0.116963983727082 0.0230913375464611 0.00111819712562323 0.0813318400592689 0.00121659350469554 -0.00125575694340619 30 1 59 1 0]",[59]
2015,3,5,3:00 PM - 4:00 PM,4,Wayne County: Detroit,0,0,2,1,55,55,3,58,58,1,"[2015 3 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000660386207107036 0.7270449353184 0.13792081473657
	 0.023352788621307 0.00179454642408044 0.106484779864515 0.00105809393409563 0.00251439574574434 55 3 58 0 1]",[58]
2015,3,5,11:00 AM - 12:00 noon,4,Wayne County: Detroit,0,0,2,1,30,30,3,62,62,1,"[2015 3 5 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000659813000462047 0.752327980291405
	 0.126947787835904 0.023272756187975 0.00142957479643448 0.0945601863642109 0.00115701929557716 0.000708675549145373 30 3 62 0 1]",[62]
2015,3,5,3:00 PM - 4:00 PM,4,Wayne County: Detroit,0,0,2,1,55,55,3,,"42,755034665",1,"[2015 3 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000659337202756452 0.726722708313901
	 0.140166742123417 0.0231935835501307 0.00190270187569632 0.105079503061989 0.000988642252980413 0.0023641876675187 55 3 43.8160637141178 0.488645107859718 0.511347472873616]","[42,7550346649059]"
2015,3,5,6:00 AM - 7:00 AM,4,Wayne County: Detroit,0,0,1,1,35,35,1,50,50,1,"[2015 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.00066713455074097 0.713345249389226 0.131030943231577
	 0.0243726567504409 0.00136149546973632 0.122436936213266 0.00142008493148753 0.00454854064120155 35 1 50 0 1]",[50]
2015,4,5,10:00 PM - 11:00 PM,7,Wayne County: Inkster,0,0,4,1,40,40,0,19,19,0,"[2015 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.000668988582729219 0.683483416148132
	 0.141644452325686 0.0246457175448606 0.00167723224574298 0.138256291699509 0.00137922732137824 0.00687429489554206 40 0 19 1 0]",[19]
2015,4,5,12:00 midnight - 1:00 AM,7,Wayne County: Detroit,0,1,5,1,35,35,3,,"42,755034665",1,"[2015 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 7 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0.000676681518877096 0.71667808436132 0.110398996464032
	 0.0258216884487229 0.000370507820368266 0.135050933770922 0.00205431520743322 0.00588848334483366 35 3 40.9594188140632 0.235227570187425 0.761151421407792]","[42,7550346649059]"
2015,5,5,8:00 AM - 9:00 AM,2,Wayne County: Detroit,0,0,2,1,35,35,2,62,62,0,"[2015 5 5 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000655972655183113 0.753985360329072
	 0.133810464547319 0.0226906912707339 0.00177826944714587 0.0881723009626067 0.000918013382211321 -0.0000333015956799454 35 2 62 1 0]",[62]
2015,5,5,12:00 midnight - 1:00 AM,2,Wayne County: Detroit,0,1,4,1,35,35,0,,"42,755034665",1,"[2015 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0.000674930819191581 0.742584560156503
	 0.10147490989967 0.0255632198855016 0.000110530023469446 0.121117233718509 0.00208057833782313 0.00384746127693137 35 0 40.5577761643139 0.236437545316167 0.762819908452766]","[42,7550346649059]"
2015,6,5,6:00 AM - 7:00 AM,5,Wayne County: Dearborn,1,0,2,1,35,35,3,47,47,0,"[2015 6 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0.000656657712176011 0.692148909743025
	 0.162077244828985 0.0227776939513343 0.00274114901474665 0.116280242053726 0.000629786636179625 0.00426551199214799 35 3 47 1 0]",[47]
2015,7,5,8:00 PM - 9:00 PM,7,Wayne County: Redford Twp.,0,1,2,1,25,25,2,36,36,1,"[2015 7 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0.000662571469343553 0.716642711097386
	 0.13854867306434 0.023681412963678 0.0017536896790287 0.114264847432614 0.00114323979144173 0.00357700642852614 25 2 36 0 1]",[36]
2015,7,5,2:00 AM - 3:00 AM,7,Wayne County: Detroit,1,0,2,1,30,30,1,23,23,1,"[2015 7 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0.000666425948578833 0.758371752566822
	 0.110866604209125 0.0242774859191341 0.000680925231910868 0.101660748271377 0.00161641642822012 0.00138393882378985 30 1 23 0 1]",[23]
2015,8,5,8:00 PM - 9:00 PM,3,Wayne County: Detroit,1,0,2,1,30,30,0,21,21,1,"[2015 8 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0.000661887904178552 0.763650305757727
	 0.117385056020104 0.0235905815743895 0.00103766724181691 0.0926574150178766 0.00135183850754512 0.000282385823730965 30 0 21 0 1]",[21]
2015,9,5,4:00 PM - 5:00 PM,6,Wayne County: Lincoln Park,0,0,2,1,25,25,1,48,48,0,"[2015 9 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.000653143493765894 0.728918730927693
	 0.151463450551229 0.0222546987956446 0.00247302197773449 0.0949861524646782 0.000600609014586449 0.0011998209211427 25 1 48 1 0]",[48]
2015,9,5,9:00 PM - 10:00 PM,6,Wayne County: Detroit,1,1,4,1,25,25,3,24,24,0,"[2015 9 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 6 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0.000674558776489736 0.730022648125083
	 0.108236486728571 0.0255033519456264 0.000356228109377924 0.126073641767089 0.00198902425938548 0.0046369218447016 25 3 24 1 0]",[24]
2015,9,5,9:00 PM - 10:00 PM,6,Wayne County: Detroit,1,1,4,1,25,25,3,,"42,755034665",1,"[2015 9 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 6 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0.000676273114211278 0.730734766215872
	 0.104477172795463 0.0257635839220286 0.000176384659514553 0.128288920796879 0.00210352322487251 0.00486983973868962 25 3 40.6436090714977 0.227665034684742 0.770194638955265]","[42,7550346649059]"
2015,10,5,6:00 AM - 7:00 AM,1,Wayne County: Dearborn,0,0,4,1,35,35,2,61,61,0,"[2015 10 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.000663788887172904 0.669319719755036
	 0.158799031835136 0.0238531349030592 0.00242265536968264 0.13679751965971 0.000967408683649092 0.00698052529337247 35 2 61 1 0]",[61]
2015,11,5,9:00 PM - 10:00 PM,4,Wayne County: Flat Rock,0,1,4,1,25,25,1,,"42,755034665",1,"[2015 11 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0.000670614816177635 0.709801154600683
	 0.125790329261719 0.0248995874641824 0.00107951062609571 0.129120774980651 0.00162570207098547 0.00535920420813443 25 1 42.2466225772116 0.334040059108324 0.662553653476347]","[42,7550346649059]"
